label,x,y,score,class,year,citations,title,doi
Thomas Hofmann (2017),217.932,2408.309,0.003,0,2017,4048,Probabilistic Latent Semantic Indexing,10.1145/3130348.3130370
David M. Blei (2012),1397.424,1047.457,0.006,0,2012,5430,Probabilistic topic models,10.1145/2133806.2133826
Steffen Rendle (2012),-406.406,2740.856,0.005,0,2012,1366,Factorization Machines with libFM,10.1145/2168752.2168771
Hao Ma et al. (2008),-22.803,2026.452,0,0,2008,1417,SoRec,10.1145/1458082.1458205
Matthew D. Hoffman et al. (2013),1178.559,716.358,0.057,0,2013,1478,Stochastic variational inference,10.5555/2567709.2502622
Chong Wang & David M. Blei (2011),527.484,2022.025,0.002,0,2011,1563,Collaborative topic modeling for recommending scientific articles,10.1145/2020408.2020480
Hao Ma et al. (2011),-379.557,1639.21,0.005,0,2011,1648,Recommender systems with social regularization,10.1145/1935826.1935877
Moloud Abdar et al. (2021),-2935.557,568.552,0.008,0,2021,2251,"A review of uncertainty quantification in deep learning: Techniques, applications and challenges",10.1016/j.inffus.2021.05.008
Arthur Paul Jacot et al. (2018),-2560.015,223.26,0,0,2018,1505,Neural Tangent Kernel: Convergence and Generalization in Neural Networks,10.48550/arxiv.1806.07572
Steffen Rendle (2010),-545.2,2554.227,0.004,0,2010,3018,Factorization Machines,10.1109/icdm.2010.127
Yukun Zhu et al. (2015),-4975.965,1835.724,0.017,0,2015,2049,Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books,10.1109/iccv.2015.11
Zihang Dai et al. (2019),-4745.184,3138.551,0.025,0,2019,3097,Transformer-XL: Attentive Language Models beyond a Fixed-Length Context,10.18653/v1/p19-1285
Andriy Mnih & Ruslan Salakhutdinov (2007),-1950.247,2759.921,0.007,0,2007,3566,Probabilistic Matrix Factorization,
Geoffrey E. Hinton & Sam T. Roweis (2002),-2205.281,1124.911,0.009,0,2002,1456,Stochastic Neighbor Embedding,
Jacob Goldberger et al. (2004),-2918.807,1761.841,0.007,0,2004,1726,Neighbourhood Components Analysis,
Alexander Waibel et al. (1989),-1883.756,2178.529,0.127,0,1989,2630,Phoneme recognition using time-delay neural networks,10.1109/29.21701
Geoffrey E. Hinton (2012),-2432.295,1958.905,0.027,0,2012,2807,A Practical Guide to Training Restricted Boltzmann Machines,10.1007/978-3-642-35289-8_32
David H. Ackley et al. (1985),-630.07,2030.126,0.126,0,1985,3300,A Learning Algorithm for Boltzmann Machines*,10.1207/s15516709cog0901_7
Robert A. Jacobs et al. (1991),-279.728,1552.381,0.117,0,1991,4732,Adaptive Mixtures of Local Experts,10.1162/neco.1991.3.1.79
Gordon E. Peterson & Harold L. Barney (1952),-11.976,2097.443,0,0,1952,2751,Control Methods Used in a Study of the Vowels,10.1121/1.1906875
Alex Graves et al. (2013),-3247.825,3188.467,0.022,0,2013,8716,Speech recognition with deep recurrent neural networks,10.1109/icassp.2013.6638947
Joshua B. Tenenbaum et al. (2000),-1018.093,-1050.187,0.043,0,2000,13581,A Global Geometric Framework for Nonlinear Dimensionality Reduction,10.1126/science.290.5500.2319
Gong Cheng & Junwei Han (2016),-1448.979,-2098.902,0.011,0,2016,1390,A survey on object detection in optical remote sensing images,10.1016/j.isprsjprs.2016.03.014
Peter U. Diehl & Matthew Cook (2015),-349.559,1088.406,0,0,2015,1400,Unsupervised learning of digit recognition using spike-timing-dependent plasticity,10.3389/fncom.2015.00099
Yongjun Xu et al. (2021),-1213.781,636.396,0.049,0,2021,1472,Artificial intelligence: A powerful paradigm for scientific research,10.1016/j.xinn.2021.100179
Kaustav Bera et al. (2019),-1639.021,241.967,0.064,0,2019,1475,Artificial intelligence in digital pathology — new tools for diagnosis and precision oncology,10.1038/s41571-019-0252-y
Jimmy Ba & Rich Caruana (2013),-3959.843,1476.728,0.009,0,2013,1479,Do Deep Nets Really Need to be Deep?,10.48550/arxiv.1312.6184
Rajat Raina et al. (2007),-2071.095,399.868,0.027,0,2007,1526,Self-taught learning,10.1145/1273496.1273592
Phillip Isola et al. (2017),-5391.263,-1509.838,0.015,0,2017,1561,Image-to-Image Translation with Conditional Adversarial Networks,10.1109/cvpr.2017.632
Xiang Li et al. (2017),-3455.016,463.292,0,0,2017,1579,Remaining useful life estimation in prognostics using deep convolution neural networks,10.1016/j.ress.2017.11.021
Jinjiang Wang et al. (2018),-1426.182,1352.362,0.005,0,2018,1581,Deep learning for smart manufacturing: Methods and applications,10.1016/j.jmsy.2018.01.003
Shaosheng Cao et al. (2015),-1241.761,1105.56,0.003,0,2015,1616,GraRep,10.1145/2806416.2806512
Ian Lenz et al. (2015),-3751.932,328.864,0.002,0,2015,1623,Deep learning for detecting robotic grasps,10.1177/0278364914549607
Feng Jia et al. (2015),-1475.645,66,0.005,0,2015,1649,Deep neural networks: A promising tool for fault characteristic mining and intelligent diagnosis of rotating machinery with massive data,10.1016/j.ymssp.2015.10.025
Quoc V. Le (2013),-4321.444,2051.999,0.018,0,2013,1650,Building high-level features using large scale unsupervised learning,10.1109/icassp.2013.6639343
Emily Denton et al. (2015),-4486.809,-894.629,0.017,0,2015,1656,Deep Generative Image Models using a Laplacian Pyramid of Adversarial Networks,10.48550/arxiv.1506.05751
Abdelrahman Mohamed et al. (2011),-3154.818,2759.134,0.015,0,2011,1738,Acoustic Modeling Using Deep Belief Networks,10.1109/tasl.2011.2109382
Ruslan Salakhutdinov & Geoffrey E. Hinton (2009),-3030.514,2037.632,0.008,0,2009,1769,Deep Boltzmann machines,
Li Deng (2014),-2995.528,2575.295,0.011,0,2014,1792,Deep Learning: Methods and Applications,10.1561/9781601988157
Lei Zhang et al. (2018),-2114.462,3936.551,0.021,0,2018,1806,Deep learning for sentiment analysis: A survey,10.1002/widm.1253
Wei Hu et al. (2015),-3267.344,-311.988,0.001,0,2015,1839,Deep Convolutional Neural Networks for Hyperspectral Image Classification,10.1155/2015/258619
Aravindh Mahendran & Andrea Vedaldi (2015),-4390.634,-1743.853,0.002,0,2015,1848,Understanding deep image representations by inverting them,10.1109/cvpr.2015.7299155
Alex Graves & Navdeep Jaitly (2014),-3834.033,3356.266,0.006,0,2014,1852,Towards End-To-End Speech Recognition with Recurrent Neural Networks,
Ruslan Salakhutdinov et al. (2007),-2619.005,2760.716,0.013,0,2007,1867,Restricted Boltzmann machines for collaborative filtering,10.1145/1273496.1273596
Laurens van der Maaten et al. (2009),-1115.449,-657.837,0.004,0,2009,2121,Dimensionality Reduction: A Comparative Review,
Eric Brochu et al. (2010),519.947,1475.473,0.004,0,2010,2137,"A Tutorial on Bayesian Optimization of Expensive Cost Functions, with Application to Active User Modeling and Hierarchical Reinforcement Learning",10.48550/arxiv.1012.2599
Yann LeCun et al. (2010),-3533.746,1207.373,0.028,0,2010,2150,Convolutional networks and applications in vision,10.1109/iscas.2010.5537907
Giuseppe Carleo & Matthias Troyer (2017),-989.833,799.107,0.002,0,2017,2157,Solving the quantum many-body problem with artificial neural networks,10.1126/science.aag2302
Wei‐Long Zheng & Bao‐Liang Lu (2015),-1472.718,394.771,0,0,2015,2259,Investigating Critical Frequency Bands and Channels for EEG-Based Emotion Recognition with Deep Neural Networks,10.1109/tamd.2015.2431497
S. Haykin (2010),-1449.114,1161.195,0,0,2010,6567,Neural Networks And Learning Machines,
Siwei Lai et al. (2015),-2431.244,4050.51,0.001,0,2015,2283,Recurrent Convolutional Neural Networks for Text Classification,10.1609/aaai.v29i1.9513
Jiquan Ngiam et al. (2011),-3234.486,1144.198,0.006,0,2011,2289,Multimodal Deep Learning,
Xi Chen et al. (2016),-4187.762,2127.741,0.024,0,2016,2414,InfoGAN: Interpretable Representation Learning by Information Maximizing\n Generative Adversarial Nets,10.48550/arxiv.1606.03657
Honglak Lee et al. (2009),-3065.147,1352.895,0.014,0,2009,2438,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,10.1145/1553374.1553453
Serkan Kıranyaz et al. (2022),-2835.965,753.446,0,0,2022,2483,1D convolutional neural networks and applications: A survey,10.1016/j.ymssp.2020.107398
G. C. Barbarino et al. (2011),-2784.864,866.371,0,0,2011,1346,A Review of Morphing Aircraft,10.1177/1045389x11414084
Alper Ertürk & Daniel J. Inman (2009),-2772.734,874.772,0,0,2009,1380,An experimentally validated bimorph cantilever model for piezoelectric energy harvesting from base excitations,10.1088/0964-1726/18/2/025009
Maryam M. Najafabadi et al. (2015),-2819.821,1660.832,0.002,0,2015,2541,Deep learning applications and challenges in big data analytics,10.1186/s40537-014-0007-7
Yushi Chen et al. (2014),-2057.786,-352.867,0.004,0,2014,2604,Deep Learning-Based Classification of Hyperspectral Data,10.1109/jstars.2014.2329330
Jessica Vamathevan et al. (2019),-1047.638,-781.177,0.011,0,2019,2716,Applications of machine learning in drug discovery and development,10.1038/s41573-019-0024-5
Chi Heem Wong et al. (2017),-967.934,-953.335,0,0,2017,1438,Estimation of clinical trial success rates and related parameters,10.1093/biostatistics/kxx069
Jianqing Fan & Jinchi Lv (2008),1801.411,-3522.981,0.003,1,2008,2739,Sure Independence Screening for Ultrahigh Dimensional Feature Space,10.1111/j.1467-9868.2008.00674.x
Mantas Lukoševičius & Herbert Jaeger (2009),553.115,2241.062,0.004,0,2009,2825,Reservoir computing approaches to recurrent neural network training,10.1016/j.cosrev.2009.03.005
Yushi Chen et al. (2016),-3021.108,-438.594,0.001,0,2016,2844,Deep Feature Extraction and Classification of Hyperspectral Images Based on Convolutional Neural Networks,10.1109/tgrs.2016.2584107
Tomáš Mikolov et al. (2013),-2989.132,4273.623,0.003,0,2013,2883,Linguistic Regularities in Continuous Space Word Representations,
Bolun Cai et al. (2016),-6378.684,-2475.761,0.001,0,2016,3131,DehazeNet: An End-to-End System for Single Image Haze Removal,10.1109/tip.2016.2598681
Ilya Sutskever et al. (2013),-4140.907,2434.522,0.038,0,2013,3526,On the importance of initialization and momentum in deep learning,
Dinggang Shen et al. (2017),-3461.36,1100.063,0.006,0,2017,4577,Deep Learning in Medical Image Analysis,10.1146/annurev-bioeng-071516-044442
Andy Clark (2013),1997.455,3514.096,0.01,3,2013,5640,"Whatever next? Predictive brains, situated agents, and the future of cognitive science",10.1017/s0140525x12000477
Nitish Srivastava et al. (2014),-3843.749,1665.683,0.071,0,2014,34173,Dropout: a simple way to prevent neural networks from overfitting,
Laurens van der Maaten & Geoffrey E. Hinton (2008),-2274.906,790.837,0.04,0,2008,35663,Visualizing Data using t-SNE,
Geoffrey E. Hinton et al. (2012),-3595.338,3004.867,0.038,0,2012,1899,Deep Neural Networks for Acoustic Modeling in Speech Recognition,
Jay B. Dean et al. (2012),-4269.72,2798.246,0.072,0,2012,2906,Large Scale Distributed Deep Networks,
Haşim Sak et al. (2014),-3008.397,3196.328,0.001,0,2014,2925,Long short-term memory recurrent neural network architectures for large scale acoustic modeling,10.21437/interspeech.2014-80
K Taki et al. (2021),-2527.419,944.554,0.023,0,2021,3877,Protein complex prediction with AlphaFold-Multimer,10.1101/2021.10.04.463034
Geoffrey E. Hinton et al. (2012),-3374.717,2303.015,0.079,0,2012,10176,Deep Neural Networks for Acoustic Modeling in Speech Recognition: The Shared Views of Four Research Groups,10.1109/msp.2012.2205597
Tae Young Kim & Sung-Bae Cho (2019),-3842.45,395.081,0,0,2019,1374,Predicting residential energy consumption using CNN-LSTM neural networks,10.1016/j.energy.2019.05.230
Francisco Ordóñez & Daniel Roggen (2016),-3642.174,1340.055,0,0,2016,2548,Deep Convolutional and LSTM Recurrent Neural Networks for Multimodal Wearable Activity Recognition,10.3390/s16010115
Jeff Donahue et al. (2013),-5750.418,1129.145,0.007,0,2013,1794,DeCAF: A Deep Convolutional Activation Feature for Generic Visual\n Recognition,10.48550/arxiv.1310.1531
Aäron van den Oord et al. (2017),-4836.656,3246.329,0,0,2017,1918,Neural Discrete Representation Learning,10.48550/arxiv.1711.00937
Aäron van den Oord et al. (2017),-4733.217,3235.277,0,0,2017,1969,Neural Discrete Representation Learning.,
Joe Yue-Hei Ng et al. (2015),-5314.313,1638.196,0.007,0,2015,2108,Beyond short snippets: Deep networks for video classification,10.1109/cvpr.2015.7299101
Chiyuan Zhang et al. (2021),-4271.422,2635.782,0.012,0,2021,2179,Understanding deep learning (still) requires rethinking generalization,10.1145/3446776
Wojciech Zaremba et al. (2014),-4856.252,3139.187,0.005,0,2014,2274,Recurrent Neural Network Regularization,10.48550/arxiv.1409.2329
William Chan et al. (2016),-5117.904,3652.343,0.004,0,2016,2308,"Listen, attend and spell: A neural network for large vocabulary conversational speech recognition",10.1109/icassp.2016.7472621
Aäron van den Oord et al. (2016),-4724.859,2440.153,0.014,0,2016,2461,WaveNet: A Generative Model for Raw Audio,
Justin Gilmer et al. (2017),-4369.999,2596.301,0.005,0,2017,2976,Neural Message Passing for Quantum Chemistry,10.48550/arxiv.1704.01212
Ilya Sutskever et al. (2014),-4550.719,3404.823,0.018,0,2014,3519,Sequence to Sequence Learning with Neural Networks,
Aäron van den Oord et al. (2016),-4824.277,2462.08,0.012,0,2016,3580,WaveNet: A Generative Model for Raw Audio,10.48550/arxiv.1609.03499
Yonghui Wu et al. (2016),-5220.011,3235.441,0.029,0,2016,5635,Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation,10.48550/arxiv.1609.08144
Oriol Vinyals et al. (2015),-5636.76,2509.134,0.013,0,2015,6243,Show and tell: A neural image caption generator,10.1109/cvpr.2015.7298935
Martı́n Abadi et al. (2016),-4503.349,1866.616,0.1,0,2016,9719,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems,10.48550/arxiv.1603.04467
Geoffrey E. Hinton et al. (2015),-4645.803,2133.837,0.081,0,2015,13863,Distilling the Knowledge in a Neural Network,10.48550/arxiv.1503.02531
Florinel-Alin Croitoru et al. (2023),-5497.106,1729.293,0.006,0,2023,1442,Diffusion Models in Vision: A Survey,10.1109/tpami.2023.3261988
Aleksander Mądry & Aleksandar Makelov (2025),-5639.529,2029.642,0.001,0,2025,4462,On Assessing ML Model Robustness: A Methodological Framework (Academic Track),10.4230/oasics.saia.2024.1
HornikK. et al. (1989),707.423,-114.313,0,0,1989,9345,Multilayer feedforward networks are universal approximators,10.5555/70405.70408
Victor Lempitsky et al. (2018),-5372.717,-2671.051,0.005,0,2018,1865,Deep Image Prior,10.1109/cvpr.2018.00984
Markus Reichstein et al. (2019),-1867.918,-661.729,0.075,0,2019,4573,Deep learning and process understanding for data-driven Earth system science,10.1038/s41586-019-0912-1
Veronika Eyring et al. (2016),-2310.998,-5402.685,0.003,0,2016,11430,Overview of the Coupled Model Intercomparison Project Phase 6 (CMIP6) experimental design and organization,10.5194/gmd-9-1937-2016
Karl E. Taylor et al. (2011),-2454.922,-6674.916,0.002,0,2011,14642,An Overview of CMIP5 and the Experiment Design,10.1175/bams-d-11-00094.1
James W. Hurrell et al. (2013),-2529.855,-7299.582,0,0,2013,2792,The Community Earth System Model: A Framework for Collaborative Research,10.1175/bams-d-12-00121.1
Aäron van den Oord et al. (2018),-5009.7,2612.433,0.032,0,2018,3766,Representation Learning with Contrastive Predictive Coding,
Josh Tobin et al. (2017),-3603.78,2008.126,0.005,0,2017,2628,Domain randomization for transferring deep neural networks from simulation to the real world,10.1109/iros.2017.8202133
Chelsea Finn et al. (2017),-3081.185,2363.265,0.007,0,2017,5756,Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,10.48550/arxiv.1703.03400
Marco Ribeiro et al. (2016),-1696.684,384.466,0.002,0,2016,4784,“Why Should I Trust You?”: Explaining the Predictions of Any Classifier,10.18653/v1/n16-3020
Dario Amodei et al. (2016),-2250.471,2334.936,0.008,0,2016,1378,Agnostic Learning with Unknown Utilities,10.4230/lipics.concur.2020.3
H. B. Barlow (1983),1356.514,2020.462,0.001,0,1983,5558,Vision: A computational investigation into the human representation and processing of visual information,10.1016/0022-2496(83)90030-5
Marco Túlio Ribeiro et al. (2016),-2034.686,502.432,0.009,0,2016,14083,"""Why Should I Trust You?""",10.1145/2939672.2939778
David Silver et al. (2016),-2752.145,2610.912,0.069,0,2016,15497,Mastering the game of Go with deep neural networks and tree search,10.1038/nature16961
David H. Wolpert & William G. Macready (1997),4884.433,-25.583,0.012,2,1997,13618,No free lunch theorems for optimization,10.1109/4235.585893
Kurt Hornik et al. (1989),1167.964,58.628,0.026,0,1989,20714,Multilayer feedforward networks are universal approximators,10.1016/0893-6080(89)90020-8
Alon Halevy et al. (2009),-1128.071,1065.075,0.002,0,2009,1752,The Unreasonable Effectiveness of Data,10.1109/mis.2009.36
Antonio Torralba & Alexei A. Efros (2011),-4942.539,-1043.584,0.022,0,2011,2369,Unbiased look at dataset bias,10.1109/cvpr.2011.5995347
Christian Szegedy et al. (2013),-4494.875,1112.185,0.04,0,2013,5704,Intriguing properties of neural networks,10.48550/arxiv.1312.6199
David Marr (1982),884.355,1399.455,0.086,0,1982,5805,Vision: A Computational Investigation into the Human Representation and Processing of Visual Information,10.7551/mitpress/9780262514620.001.0001
